,NAME,Brand,MC,ZONE,Price_Range
4772,PH MASUR DAL PP 1Kg,PREMIUM HARVEST,Masoor Dal,EAST,85.4625 - 113.0559361
4773,PH MASUR DAL PP 1Kg,PREMIUM HARVEST,Masoor Dal,NORTH,85.4625 - 113.0559361
4774,PH MASUR DAL PP 1Kg,PREMIUM HARVEST,Masoor Dal,SOUTH,85.4625 - 113.0559361
4775,PH MASUR DAL PP 1Kg,PREMIUM HARVEST,Masoor Dal,WEST,85.4625 - 113.0559361
4776,PH MASUR DAL PP 500g,PREMIUM HARVEST,Masoor Dal,EAST,51.121875 - 83.0
4777,PH MASUR DAL PP 500g,PREMIUM HARVEST,Masoor Dal,NORTH,51.121875 - 83.0
4778,PH MASUR DAL PP 500g,PREMIUM HARVEST,Masoor Dal,SOUTH,51.121875 - 83.0
4779,PH MASUR DAL PP 500g,PREMIUM HARVEST,Masoor Dal,WEST,51.121875 - 83.0
4780,PH MOONG DAL CHILKA PP 500g,PREMIUM HARVEST,Moong Chilka,EAST,29.5 - 62.0
4781,PH MOONG DAL CHILKA PP 500g,PREMIUM HARVEST,Moong Chilka,NORTH,29.5 - 62.0
4782,PH MOONG DAL CHILKA PP 500g,PREMIUM HARVEST,Moong Chilka,SOUTH,29.5 - 62.0
4783,PH MOONG DAL CHILKA PP 500g,PREMIUM HARVEST,Moong Chilka,WEST,29.5 - 62.0
4784,PH MOONG DAL PP 1Kg,PREMIUM HARVEST,Moong Dal,NORTH,81.0546875 - 137.0
4785,PH MOONG DAL PP 1Kg,PREMIUM HARVEST,Moong Dal,SOUTH,81.0546875 - 137.0
4786,PH MOONG DAL PP 1Kg,PREMIUM HARVEST,Moong Dal,WEST,81.0546875 - 137.0
4787,PH MOONG WHOLE GREEN PP 1Kg,PREMIUM HARVEST,Moong Whole,EAST,109.7125 - 154.0
4788,PH MOONG WHOLE GREEN PP 1Kg,PREMIUM HARVEST,Moong Whole,NORTH,109.7125 - 154.0
4789,PH MOONG WHOLE GREEN PP 1Kg,PREMIUM HARVEST,Moong Whole,SOUTH,109.7125 - 154.0
4790,PH MOONG WHOLE GREEN PP 1Kg,PREMIUM HARVEST,Moong Whole,WEST,109.7125 - 154.0
4791,PH MOONG WHOLE GREEN PP 500g,PREMIUM HARVEST,Moong Whole,EAST,62.71428571 - 66.0
4792,PH MOONG WHOLE GREEN PP 500g,PREMIUM HARVEST,Moong Whole,NORTH,62.71428571 - 66.0
4793,PH MOONG WHOLE GREEN PP 500g,PREMIUM HARVEST,Moong Whole,SOUTH,62.71428571 - 66.0
4794,PH MOTH WHOLE PP 500g,PREMIUM HARVEST,Other Whole Pulses,EAST,43.38709677 - 63.85714286
4795,PH MOTH WHOLE PP 500g,PREMIUM HARVEST,Other Whole Pulses,NORTH,43.38709677 - 63.85714286
4796,PH MOTH WHOLE PP 500g,PREMIUM HARVEST,Other Whole Pulses,SOUTH,43.38709677 - 63.85714286
4797,PH MOTH WHOLE PP 500g,PREMIUM HARVEST,Other Whole Pulses,WEST,43.38709677 - 63.85714286
4798,PH OTH PULSE FUTANA FRIED 500g,PREMIUM HARVEST,Futana,EAST,28.71 - 103.0
4799,PH OTH PULSE FUTANA FRIED 500g,PREMIUM HARVEST,Futana,NORTH,28.71 - 103.0
4800,PH OTH PULSE FUTANA FRIED 500g,PREMIUM HARVEST,Futana,SOUTH,28.71 - 103.0
4801,PH OTH PULSES CHANA RED LOOSE,PREMIUM HARVEST,Red Chana Whole,EAST,77.80813024 - 85.00572475
4802,PH RAJMA CHITRA PP 1Kg,PREMIUM HARVEST,Rajma Whole,EAST,10.0 - 186.4453125
4803,PH RAJMA CHITRA PP 1Kg,PREMIUM HARVEST,Rajma Whole,NORTH,10.0 - 186.4453125
4804,PH RAJMA CHITRA PP 1Kg,PREMIUM HARVEST,Rajma Whole,SOUTH,10.0 - 186.4453125
4805,PH RAJMA CHITRA PP 1Kg,PREMIUM HARVEST,Rajma Whole,WEST,10.0 - 186.4453125
4806,PH RAJMA CHITRA PP 500g,PREMIUM HARVEST,Rajma Whole,EAST,88.72222222 - 93.48550725
4807,PH RAJMA CHITRA PP 500g,PREMIUM HARVEST,Rajma Whole,NORTH,88.72222222 - 93.48550725
4808,PH RAJMA CHITRA PP 500g,PREMIUM HARVEST,Rajma Whole,SOUTH,88.72222222 - 93.48550725
4809,PH RAJMA CHITRA PP 500g,PREMIUM HARVEST,Rajma Whole,WEST,88.72222222 - 93.48550725
4810,PH SABUDANA 500g,PREMIUM HARVEST,Sabudana,EAST,43.0 - 72.0
4811,PH SABUDANA 500g,PREMIUM HARVEST,Sabudana,NORTH,43.0 - 72.0
4812,PH SABUDANA 500g,PREMIUM HARVEST,Sabudana,SOUTH,43.0 - 72.0
4813,PH SABUDANA 500g,PREMIUM HARVEST,Sabudana,WEST,43.0 - 72.0
4814,PH URAD WHOLE BLACK PP 500g,PREMIUM HARVEST,Urad Whole,EAST,38.95402299 - 95.85714286
4815,PH URAD WHOLE BLACK PP 500g,PREMIUM HARVEST,Urad Whole,NORTH,38.95402299 - 95.85714286
4816,PH URAD WHOLE BLACK PP 500g,PREMIUM HARVEST,Urad Whole,SOUTH,38.95402299 - 95.85714286
4817,PH URAD WHOLE BLACK PP 500g,PREMIUM HARVEST,Urad Whole,WEST,38.95402299 - 95.85714286
4818,PH WHO SPICE BIG SAUF 200g,PREMIUM HARVEST,Fennel/Saunf Whole,EAST,78.45454545 - 88.0
4819,PH WHO SPICE BIG SAUF 200g,PREMIUM HARVEST,Fennel/Saunf Whole,NORTH,78.45454545 - 88.0
4820,PH WHO SPICE BIG SAUF 200g,PREMIUM HARVEST,Fennel/Saunf Whole,SOUTH,78.45454545 - 88.0
4821,PH WHO SPICE BIG SAUF 200g,PREMIUM HARVEST,Fennel/Saunf Whole,WEST,78.45454545 - 88.0
4822,PH WHO SPICE CARDAMOM BIG 100g,PREMIUM HARVEST,Cardamom/Elaichi Who,EAST,210.0 - 261.2419355
4823,PH WHO SPICE CARDAMOM BIG 100g,PREMIUM HARVEST,Cardamom/Elaichi Who,NORTH,210.0 - 261.2419355
4824,PH WHO SPICE CARDAMOM BIG 100g,PREMIUM HARVEST,Cardamom/Elaichi Who,SOUTH,210.0 - 261.2419355
4825,PH WHO SPICE CARDAMOM BIG 100g,PREMIUM HARVEST,Cardamom/Elaichi Who,WEST,210.0 - 261.2419355
4826,PH WHO SPICE CORIANDR 100g,PREMIUM HARVEST,Coriander/Dhania Who,EAST,35.0 - 38.0
4827,PH WHO SPICE CORIANDR 100g,PREMIUM HARVEST,Coriander/Dhania Who,NORTH,35.0 - 38.0
4828,PH WHO SPICE CORIANDR 100g,PREMIUM HARVEST,Coriander/Dhania Who,SOUTH,35.0 - 38.0
4829,PH WHO SPICE CORIANDR 100g,PREMIUM HARVEST,Coriander/Dhania Who,WEST,35.0 - 38.0
4830,PH WHO SPICE KHUS KHUS 50g,PREMIUM HARVEST,Poppy Seed/Khus Khus,EAST,49.51573427 - 55.0
4831,PH WHO SPICE KHUS KHUS 50g,PREMIUM HARVEST,Poppy Seed/Khus Khus,NORTH,49.51573427 - 55.0
4832,PH WHO SPICE KHUS KHUS 50g,PREMIUM HARVEST,Poppy Seed/Khus Khus,SOUTH,49.51573427 - 55.0
4833,PH WHO SPICE KHUS KHUS 50g,PREMIUM HARVEST,Poppy Seed/Khus Khus,WEST,49.51573427 - 55.0
4834,PH WHO SPICE METHI DANA 200g,PREMIUM HARVEST,Fenugreek/Methi Whol,EAST,42.744 - 73.0
4835,PH WHO SPICE METHI DANA 200g,PREMIUM HARVEST,Fenugreek/Methi Whol,NORTH,42.744 - 73.0
4836,PH WHO SPICE METHI DANA 200g,PREMIUM HARVEST,Fenugreek/Methi Whol,SOUTH,42.744 - 73.0
4837,PH WHO SPICE METHI DANA 200g,PREMIUM HARVEST,Fenugreek/Methi Whol,WEST,42.744 - 73.0
4838,PH WHO SPICE PANCH PURAN PP 100g,PREMIUM HARVEST,Panch Phoron Whole,EAST,22.56410256 - 44.0
4839,PH WHO SPICE PANCH PURAN PP 100g,PREMIUM HARVEST,Panch Phoron Whole,NORTH,22.56410256 - 44.0
4840,PH WHO SPICE PANCH PURAN PP 100g,PREMIUM HARVEST,Panch Phoron Whole,SOUTH,22.56410256 - 44.0
4841,PH WHO SPICE PANCH PURAN PP 100g,PREMIUM HARVEST,Panch Phoron Whole,WEST,22.56410256 - 44.0
4842,PH WHO SPICE WHITE TIL PP 100g,PREMIUM HARVEST,Sesame/Til Whole,EAST,23.93814433 - 31.0
4843,PH WHO SPICE WHITE TIL PP 100g,PREMIUM HARVEST,Sesame/Til Whole,NORTH,23.93814433 - 31.0
4844,PH WHO SPICE WHITE TIL PP 100g,PREMIUM HARVEST,Sesame/Til Whole,SOUTH,23.93814433 - 31.0
4845,PH WHO SPICE WHITE TIL PP 100g,PREMIUM HARVEST,Sesame/Til Whole,WEST,23.93814433 - 31.0
4846,PH WHO SPICE YELLOW SARSON 200G,PREMIUM HARVEST,Mustard/Rai Whole,EAST,36.0 - 46.0
4847,PH WHO SPICE YELLOW SARSON 200G,PREMIUM HARVEST,Mustard/Rai Whole,NORTH,36.0 - 46.0
4848,PH WHO SPICE YELLOW SARSON 200G,PREMIUM HARVEST,Mustard/Rai Whole,SOUTH,36.0 - 46.0
4849,PH WHO SPICE YELLOW SARSON 200G,PREMIUM HARVEST,Mustard/Rai Whole,WEST,36.0 - 46.0
4850,PHOOL KOKAM LOOSE,GOLDEN HARVEST,Other Whole Spices,SOUTH,79.19827586 - 79.20054201
4851,PINENUT SHELLED LOOSE,GOLDEN HARVEST,Other Flavoured Nuts,EAST,180.0 - 180.0
4852,PINENUT SHELLED LOOSE,GOLDEN HARVEST,Other Flavoured Nuts,NORTH,180.0 - 180.0
4853,PINENUT SHELLED LOOSE,GOLDEN HARVEST,Other Flavoured Nuts,WEST,180.0 - 180.0
4854,PINENUT UNSHELED LOOSE,GOLDEN HARVEST,Other Flavoured Nuts,NORTH,200.0 - 200.0
4855,PLAIN PISTACHIOS LOOSE,COP LOOSE,Pista,SOUTH,1908.964949 - 2150.5
4856,POHA NYLON LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,NORTH,35.00584795 - 40.0
4857,POHA NYLON LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,SOUTH,35.00584795 - 40.0
4858,POHA NYLON LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,WEST,35.00584795 - 40.0
4859,POHA THICK LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,EAST,35.88783326 - 51.99905548
4860,POHA THICK LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,NORTH,35.88783326 - 51.99905548
4861,POHA THICK LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,SOUTH,35.88783326 - 51.99905548
4862,POHA THICK LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,WEST,35.88783326 - 51.99905548
4863,POHA THICK PREMIUM LOOSE,GOLDEN HARVEST,Poha/Avalakki/Chirwa,WEST,44.0 - 44.0
4864,POHA THIN LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,EAST,27.99621928 - 63.31106321
4865,POHA THIN LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,NORTH,27.99621928 - 63.31106321
4866,POHA THIN LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,SOUTH,27.99621928 - 63.31106321
4867,POHA THIN LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,WEST,27.99621928 - 63.31106321
4868,PONGAL FLOUR RICE LOOSE,COP LOOSE,Other Raw Rice,EAST,22.49924812 - 34.68609646
4869,PONGAL FLOUR RICE LOOSE,COP LOOSE,Other Raw Rice,NORTH,22.49924812 - 34.68609646
4870,PONGAL FLOUR RICE LOOSE,COP LOOSE,Other Raw Rice,SOUTH,22.49924812 - 34.68609646
4871,PONNI RAW RICE SUPREME LOOSE,COP LOOSE,Ponny Raw Rice,SOUTH,57.75854492 - 60.95355129
4872,PONNI RICE DELUX  LOOSE,COP LOOSE,Steam Rice,SOUTH,40.95428957 - 49.23146639
4873,PONNY BOILED PREMIUM LOOSE,COP LOOSE,Single Boiled Rice,NORTH,43.0005339 - 92.97838026
4874,PONNY BOILED PREMIUM LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,43.0005339 - 92.97838026
4875,PONNY RAW RICE BG 20Kg,COP UNBRANDED,Ponny Raw Rice,WEST,1077.0 - 1121.0
4876,PONNY RAW RICE PREMIUM LOOSE,COP LOOSE,Ponny Raw Rice,EAST,31.49712092 - 55.75916936
4877,PONNY RAW RICE PREMIUM LOOSE,COP LOOSE,Ponny Raw Rice,SOUTH,31.49712092 - 55.75916936
4878,PONNY RAW RICE PREMIUM LOOSE,COP LOOSE,Ponny Raw Rice,WEST,31.49712092 - 55.75916936
4879,PONNY RAW RICE STANDARD LOOSE,GOLDEN HARVEST,Ponny Raw Rice,EAST,18.999501 - 20.0
4880,PONNY RAW RICE STANDARD LOOSE,GOLDEN HARVEST,Ponny Raw Rice,SOUTH,18.999501 - 20.0
4881,PONNY RAW RICE SUPREME LOOSE,COP LOOSE,Ponny Raw Rice,SOUTH,34.4996121 - 49.00054945
4882,PONNY RAW RICE SUPREME LOOSE,COP LOOSE,Ponny Raw Rice,WEST,34.4996121 - 49.00054945
4883,POW SPICE RED CHILLI LOOSE,COP LOOSE,Chilli/Mirch Powder,SOUTH,34.49626236 - 110.0
4884,POW SPICE RED CHILLI LOOSE,COP LOOSE,Chilli/Mirch Powder,WEST,34.49626236 - 110.0
4885,PREMIUM FIGS LOOSE,COP LOOSE,Dried Fig,EAST,1.777777778 - 1488.134303
4886,PREMIUM FIGS LOOSE,COP LOOSE,Dried Fig,NORTH,1.777777778 - 1488.134303
4887,PREMIUM FIGS LOOSE,COP LOOSE,Dried Fig,SOUTH,1.777777778 - 1488.134303
4888,PREMIUM FIGS LOOSE,COP LOOSE,Dried Fig,WEST,1.777777778 - 1488.134303
4889,PREMIUM RICE LOOSE,COP LOOSE,Basmati Head Grain R,EAST,48.00076161 - 110.4885661
4890,PREMIUM RICE LOOSE,COP LOOSE,Basmati Head Grain R,NORTH,48.00076161 - 110.4885661
4891,PREMIUM RICE LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,48.00076161 - 110.4885661
4892,PREMIUM RICE LOOSE,COP LOOSE,Basmati Head Grain R,WEST,48.00076161 - 110.4885661
4893,PROSO MILLET LOOSE,COP LOOSE,Millets,SOUTH,73.91931138 - 110.0
4894,PUDINA CASHEW LOOSE,GOLDEN HARVEST,Flavoured Cashew,EAST,180.0 - 180.0
4895,PUDINA CASHEW LOOSE,GOLDEN HARVEST,Flavoured Cashew,NORTH,180.0 - 180.0
4896,PULAV RICE LOOSE,COP LOOSE,Basmati Head Grain R,EAST,61.6182018 - 90.53993896
4897,PULAV RICE LOOSE,COP LOOSE,Basmati Head Grain R,NORTH,61.6182018 - 90.53993896
4898,PULAV RICE LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,61.6182018 - 90.53993896
4899,PULAV RICE LOOSE,COP LOOSE,Basmati Head Grain R,WEST,61.6182018 - 90.53993896
4900,PULSES WHO URAD WHITE PRM LOOSE,COP LOOSE,Urad Dal,SOUTH,68.45844558 - 105.04
4901,PULSES WHO URAD WHITE PRM LOOSE,COP LOOSE,Urad Dal,WEST,68.45844558 - 105.04
4902,PUMPKIN SEED GREEN LOOSE,COP LOOSE,Seeds & Super food,NORTH,494.7845969 - 892.8745112
4903,PUMPKIN SEED GREEN LOOSE,COP LOOSE,Seeds & Super food,WEST,494.7845969 - 892.8745112
4904,PUNJAB BASKATI RICE BG 25Kg,COP UNBRANDED,Double Boiled Rice,EAST,1247.496307 - 1310.0
4905,PUNJAB BASKATIBOILED RICE LOOSE,COP LOOSE,Double Boiled Rice,EAST,50.732862 - 96.41025641
4906,PUNJAB BASKATIBOILED RICE LOOSE,COP LOOSE,Double Boiled Rice,SOUTH,50.732862 - 96.41025641
4907,PUNJAB BASKATIRICE 10Kg,COP UNBRANDED,Double Boiled Rice,EAST,544.2843137 - 544.2843137
4908,QUINOA RED LOOSE,COP LOOSE,Millets,NORTH,384.0041929 - 1010.0
4909,QUINOA RED LOOSE,COP LOOSE,Millets,SOUTH,384.0041929 - 1010.0
4910,QUINOA RED LOOSE,COP LOOSE,Millets,WEST,384.0041929 - 1010.0
4911,QUINOA WHITE LOOSE,COP LOOSE,Millets,NORTH,123.2948857 - 1130.0
4912,QUINOA WHITE LOOSE,COP LOOSE,Millets,SOUTH,123.2948857 - 1130.0
4913,QUINOA WHITE LOOSE,COP LOOSE,Millets,WEST,123.2948857 - 1130.0
4914,RAGI LOOSE,COP LOOSE,Millets,EAST,30.97127664 - 70.29471678
4915,RAGI LOOSE,COP LOOSE,Millets,SOUTH,30.97127664 - 70.29471678
4916,RAGI STD LOOSE,COP LOOSE,Millets,SOUTH,30.45101915 - 41.62273476
4917,RAGI WHOLE PP 5kg,COP UNBRANDED,Millets,SOUTH,174.6065574 - 181.057971
4918,RAJABHOGAM RICE LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,54.14513923 - 58.98886993
4919,RAJGIRA WHITE LOOSE,COP LOOSE,Millets,NORTH,74.53711452 - 175.0066519
4920,RAJGIRA WHITE LOOSE,COP LOOSE,Millets,SOUTH,74.53711452 - 175.0066519
4921,RAJGIRA WHITE LOOSE,COP LOOSE,Millets,WEST,74.53711452 - 175.0066519
4922,RAJMA CHAKROTA LOOSE,COP LOOSE,Rajma Whole,EAST,74.0 - 148.9435315
4923,RAJMA CHAKROTA LOOSE,COP LOOSE,Rajma Whole,NORTH,74.0 - 148.9435315
4924,RAJMA CHITRA 1Kg,COP UNBRANDED,Rajma Whole,NORTH,99.70967742 - 115.1204573
4925,RAJMA CHITRA 2 Kg,COP UNBRANDED,Rajma Whole,NORTH,179.2144629 - 263.5
4926,RAJMA CHITRA 2 Kg,COP UNBRANDED,Rajma Whole,WEST,179.2144629 - 263.5
4927,RAJMA CHITRA 500g,COP UNBRANDED,Rajma Whole,NORTH,52.05257009 - 58.95084746
4928,RAJMA CHITRA 500g,COP UNBRANDED,Rajma Whole,WEST,52.05257009 - 58.95084746
4929,RAJMA CHTRA WHITE LOOSE,COP LOOSE,Rajma Whole,EAST,53.99224806 - 112.0
4930,RAJMA CHTRA WHITE LOOSE,COP LOOSE,Rajma Whole,NORTH,53.99224806 - 112.0
4931,RAJMA CHTRA WHITE LOOSE,COP LOOSE,Rajma Whole,SOUTH,53.99224806 - 112.0
4932,RAJMA CHTRA WHITE LOOSE,COP LOOSE,Rajma Whole,WEST,53.99224806 - 112.0
4933,RAJMA JAMMU,COP LOOSE,Rajma Whole,NORTH,89.00197304 - 89.00197304
4934,RAJMA JAMMU LOOSE,COP LOOSE,Rajma Whole,EAST,58.99253731 - 126.1580186
4935,RAJMA JAMMU LOOSE,COP LOOSE,Rajma Whole,SOUTH,58.99253731 - 126.1580186
4936,RAJMA JAMMU LOOSE,COP LOOSE,Rajma Whole,WEST,58.99253731 - 126.1580186
4937,RAJMA SHRMILI RED SML LOOSE,COP LOOSE,Rajma Whole,NORTH,74.0 - 108.4870002
4938,RAJMA SHRMILI RED SML LOOSE,COP LOOSE,Rajma Whole,SOUTH,74.0 - 108.4870002
4939,RAJMA SHRMILI RED SML LOOSE,COP LOOSE,Rajma Whole,WEST,74.0 - 108.4870002
4940,RAJMA SRINAGAR LOOSE,COP LOOSE,Rajma Whole,EAST,50.0 - 149.0
4941,RAJMA SRINAGAR LOOSE,COP LOOSE,Rajma Whole,NORTH,50.0 - 149.0
4942,RAJMA SRINAGAR LOOSE,COP LOOSE,Rajma Whole,SOUTH,50.0 - 149.0
4943,RAJMA SRINAGAR LOOSE,COP LOOSE,Rajma Whole,WEST,50.0 - 149.0
4944,RAMPAL JOHA RICE BG 25Kg,COP UNBRANDED,Fragrant Raw Rice,EAST,1372.152174 - 1450.0
4945,RASMALAI GOLD JAGGERY PP 960g,COP UNBRANDED,Jaggery,WEST,62.32857143 - 63.22551253
4946,RASMALAI PREM JAGGERY PP 900g,COP UNBRANDED,Jaggery,WEST,65.0 - 65.09569378
4947,RATNA SUPREME BOILED RICE LOOSE,COP LOOSE,Double Boiled Rice,EAST,30.72193021 - 35.82148856
4948,RATNA SUPREME RICE BG 25Kg,COP UNBRANDED,Double Boiled Rice,EAST,770.9552529 - 771.0
4949,RAVA SUJI IDLI LOOSE,GOLDEN HARVEST,Rava,EAST,21.99969651 - 29.05391995
4950,RAVA SUJI IDLI LOOSE,GOLDEN HARVEST,Rava,SOUTH,21.99969651 - 29.05391995
4951,RAVA SUJI IDLI LOOSE,GOLDEN HARVEST,Rava,WEST,21.99969651 - 29.05391995
4952,RAVA SUJI LOOSE,COP LOOSE,Rava,EAST,20.76670629 - 34.0004784
4953,RAVA SUJI LOOSE,COP LOOSE,Rava,NORTH,20.76670629 - 34.0004784
4954,RAVA SUJI LOOSE,COP LOOSE,Rava,SOUTH,20.76670629 - 34.0004784
4955,RAVA SUJI LOOSE,COP LOOSE,Rava,WEST,20.76670629 - 34.0004784
4956,RAW RICE AMBEMOUR LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,62.47638228 - 109.8665071
4957,RAW RICE AMBEMOUR LOOSE,COP LOOSE,Fragrant Raw Rice,SOUTH,62.47638228 - 109.8665071
4958,RAW RICE AMBEMOUR LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,62.47638228 - 109.8665071
4959,RAW RICE ASSAMESE JOHA LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,51.12066021 - 62.26367945
4960,RAW RICE ASSAMESE JOHA LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,51.12066021 - 62.26367945
4961,RAW RICE BARPETA AIZWAN LOOSE,COP LOOSE,Other Raw Rice,SOUTH,36.0 - 36.00204499
4962,RAW RICE BARPETA AIZWAN LOOSE,COP LOOSE,Other Raw Rice,WEST,36.0 - 36.00204499
4963,RAW RICE BENGAL JOHA LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,39.20987654 - 72.12580309
4964,RAW RICE BENGAL JOHA LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,39.20987654 - 72.12580309
4965,RAW RICE BENGAL JOHA LOOSE,COP LOOSE,Fragrant Raw Rice,SOUTH,39.20987654 - 72.12580309
4966,RAW RICE BENGAL JOHA LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,39.20987654 - 72.12580309
4967,RAW RICE BERPETA AIJAN LOOSE,GOLDEN HARVEST,Other Raw Rice,EAST,21.0 - 21.00990099
4968,RAW RICE BERPETA AIJAN LOOSE,GOLDEN HARVEST,Other Raw Rice,SOUTH,21.0 - 21.00990099
4969,RAW RICE BROKEN RICE LOOSE,COP LOOSE,Kolam Raw Rice,NORTH,14.0 - 25.85163777
4970,RAW RICE BROKEN RICE LOOSE,COP LOOSE,Kolam Raw Rice,SOUTH,14.0 - 25.85163777
4971,RAW RICE BROKEN RICE LOOSE,COP LOOSE,Kolam Raw Rice,WEST,14.0 - 25.85163777
4972,RAW RICE CHAMBA LOOSE,COP LOOSE,Other Raw Rice,EAST,15.70088845 - 44.69676877
4973,RAW RICE CHAMBA LOOSE,COP LOOSE,Other Raw Rice,SOUTH,15.70088845 - 44.69676877
4974,RAW RICE CHINOOR SUGANDHI LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,45.0 - 76.93207554
4975,RAW RICE CHINOOR SUGANDHI LOOSE,COP LOOSE,Fragrant Raw Rice,SOUTH,45.0 - 76.93207554
4976,RAW RICE CHINOOR SUGANDHI LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,45.0 - 76.93207554
4977,RAW RICE DUDH MALAI NEW LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,31.0 - 38.86637419
4978,RAW RICE DUDH MALAI NEW LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,31.0 - 38.86637419
4979,RAW RICE HAND POUND LOOSE,COP LOOSE,Health Rice,NORTH,39.0 - 59.85824625
4980,RAW RICE HAND POUND LOOSE,COP LOOSE,Health Rice,SOUTH,39.0 - 59.85824625
4981,RAW RICE HMT KOLAM LOOSE,COP LOOSE,Kolam Raw Rice,EAST,27.0 - 70.0
4982,RAW RICE HMT KOLAM LOOSE,COP LOOSE,Kolam Raw Rice,NORTH,27.0 - 70.0
4983,RAW RICE HMT KOLAM LOOSE,COP LOOSE,Kolam Raw Rice,SOUTH,27.0 - 70.0
4984,RAW RICE HMT KOLAM LOOSE,COP LOOSE,Kolam Raw Rice,WEST,27.0 - 70.0
4985,RAW RICE HMT STEAM LOOSE,COP LOOSE,Steam Rice,EAST,30.0 - 65.00249377
4986,RAW RICE HMT STEAM LOOSE,COP LOOSE,Steam Rice,NORTH,30.0 - 65.00249377
4987,RAW RICE HMT STEAM LOOSE,COP LOOSE,Steam Rice,SOUTH,30.0 - 65.00249377
4988,RAW RICE HMT STEAM LOOSE,COP LOOSE,Steam Rice,WEST,30.0 - 65.00249377
4989,RAW RICE IDLI BROKEN LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,29.08003026 - 34.00004825
4990,RAW RICE KOLAIGAON AIZWAN LOOSE,COP LOOSE,Other Raw Rice,EAST,34.0 - 39.59768606
4991,RAW RICE KOLAIGAON AIZWAN LOOSE,COP LOOSE,Other Raw Rice,NORTH,34.0 - 39.59768606
4992,RAW RICE KOLPI GHOTI LOOSE,COP LOOSE,Kolam Raw Rice,NORTH,20.0 - 35.65661102
4993,RAW RICE KOLPI GHOTI LOOSE,COP LOOSE,Kolam Raw Rice,SOUTH,20.0 - 35.65661102
4994,RAW RICE KOLPI GHOTI LOOSE,COP LOOSE,Kolam Raw Rice,WEST,20.0 - 35.65661102
4995,RAW RICE NEW KALIMUCH LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,33.97520248 - 44.23080292
4996,RAW RICE NEW KALIMUCH LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,33.97520248 - 44.23080292
4997,RAW RICE NEW LUCHAI LOOSE,COP LOOSE,Other Raw Rice,EAST,20.0 - 37.51914392
4998,RAW RICE NEW LUCHAI LOOSE,COP LOOSE,Other Raw Rice,NORTH,20.0 - 37.51914392
4999,RAW RICE NEW LUCHAI LOOSE,COP LOOSE,Other Raw Rice,SOUTH,20.0 - 37.51914392
5000,RAW RICE NEW LUCHAI LOOSE,COP LOOSE,Other Raw Rice,WEST,20.0 - 37.51914392
5001,RAW RICE NEW NASIK GHOTI LOOSE,COP LOOSE,Kolam Raw Rice,SOUTH,30.0 - 30.0
5002,RAW RICE NEW NASIK GHOTI LOOSE,COP LOOSE,Kolam Raw Rice,WEST,30.0 - 30.0
5003,RAW RICE PREMIUM IR8 LOOSE,COP LOOSE,Other Raw Rice,SOUTH,30.22769461 - 33.99998816
5004,RAW RICE RAJAMUDI LOOSE,COP LOOSE,Other Raw Rice,NORTH,24.0 - 59.00059283
5005,RAW RICE RAJAMUDI LOOSE,COP LOOSE,Other Raw Rice,SOUTH,24.0 - 59.00059283
5006,RAW RICE RAMPAL JOHA LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,35.76923077 - 60.2220365
5007,RAW RICE RAMPAL JOHA LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,35.76923077 - 60.2220365
5008,RAW RICE RAMPAL JOHA LOOSE,COP LOOSE,Fragrant Raw Rice,SOUTH,35.76923077 - 60.2220365
5009,RAW RICE RAMPAL JOHA LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,35.76923077 - 60.2220365
5010,RAW RICE RED LOOSE,COP LOOSE,Other Raw Rice,NORTH,30.0 - 53.99980931
5011,RAW RICE RED LOOSE,COP LOOSE,Other Raw Rice,SOUTH,30.0 - 53.99980931
